         N                  S1                  S2               Delta
     50718             11.4113             11.4113          1.4962e-17
     50719             11.4113             11.4113          1.4962e-17
     50720             11.4113             11.4113          1.4962e-17
     50721             11.4113             11.4113          1.4962e-17
     50722             11.4113             11.4113         1.50704e-17
     50723             11.4114             11.4114         1.50704e-17
     50724             11.4114             11.4114         1.50704e-17
     50725             11.4114             11.4114         1.50704e-17
     50726             11.4114             11.4114         1.50704e-17
     50727             11.4114             11.4114          1.4962e-17
     50728             11.4115             11.4115         1.50704e-17
     50729             11.4115             11.4115         1.50704e-17
     50730             11.4115             11.4115          1.4962e-17
     50731             11.4115             11.4115         1.50704e-17
     50732             11.4115             11.4115         1.50704e-17
     50733             11.4116             11.4116         1.50704e-17
     50734             11.4116             11.4116         1.51246e-17
     50735             11.4116             11.4116         1.51246e-17
     50736             11.4116             11.4116         1.51246e-17
     50737             11.4116             11.4116         1.51246e-17
     50738             11.4117             11.4117         1.51788e-17
     50739             11.4117             11.4117         1.51788e-17
     50740             11.4117             11.4117         1.51788e-17
     50741             11.4117             11.4117         1.51788e-17
     50742             11.4117             11.4117         1.51788e-17
     50743             11.4118             11.4118         1.51246e-17
     50744             11.4118             11.4118         1.51788e-17
     50745             11.4118             11.4118         1.51246e-17
     50746             11.4118             11.4118         1.51788e-17
     50747             11.4118             11.4118         1.51788e-17
     50748             11.4119             11.4119         1.51788e-17
     50749             11.4119             11.4119         1.51788e-17
     50750             11.4119             11.4119         1.51788e-17
     50751             11.4119             11.4119         1.51246e-17
     50752             11.4119             11.4119         1.51788e-17
     50753              11.412              11.412         1.51788e-17
     50754              11.412              11.412         1.51788e-17
     50755              11.412              11.412         1.51788e-17
     50756              11.412              11.412         1.52873e-17
     50757              11.412              11.412         1.51788e-17
     50758             11.4121             11.4121         1.51788e-17
     50759             11.4121             11.4121         1.51788e-17
     50760             11.4121             11.4121         1.51788e-17
     50761             11.4121             11.4121         1.51788e-17
     50762             11.4121             11.4121         1.51788e-17
     50763             11.4121             11.4121         1.51788e-17
     50764             11.4122             11.4122         1.51788e-17
     50765             11.4122             11.4122         1.51788e-17
     50766             11.4122             11.4122         1.51788e-17
     50767             11.4122             11.4122         1.51788e-17
     50768             11.4122             11.4122         1.52873e-17
     50769             11.4123             11.4123         1.51788e-17
     50770             11.4123             11.4123         1.51788e-17
     50771             11.4123             11.4123         1.51788e-17
     50772             11.4123             11.4123         1.51788e-17
     50773             11.4123             11.4123         1.51788e-17
     50774             11.4124             11.4124         1.51788e-17
     50775             11.4124             11.4124         1.51246e-17
     50776             11.4124             11.4124         1.51246e-17
     50777             11.4124             11.4124         1.51788e-17
     50778             11.4124             11.4124         1.51788e-17
     50779             11.4125             11.4125         1.52873e-17
     50780             11.4125             11.4125         1.52873e-17
     50781             11.4125             11.4125         1.52873e-17
     50782             11.4125             11.4125         1.53415e-17
     50783             11.4125             11.4125         1.52873e-17
     50784             11.4126             11.4126         1.53415e-17
     50785             11.4126             11.4126         1.52873e-17
     50786             11.4126             11.4126         1.52873e-17
     50787             11.4126             11.4126         1.52873e-17
     50788             11.4126             11.4126         1.52873e-17
     50789             11.4127             11.4127         1.52873e-17
     50790             11.4127             11.4127         1.51788e-17
     50791             11.4127             11.4127         1.51788e-17
     50792             11.4127             11.4127         1.51788e-17
     50793             11.4127             11.4127         1.51788e-17
     50794             11.4128             11.4128         1.51788e-17
     50795             11.4128             11.4128         1.51788e-17
     50796             11.4128             11.4128         1.51788e-17
     50797             11.4128             11.4128         1.51246e-17
     50798             11.4128             11.4128         1.51788e-17
     50799             11.4129             11.4129         1.51788e-17
     50800             11.4129             11.4129         1.51788e-17
     50801             11.4129             11.4129         1.51788e-17
     50802             11.4129             11.4129         1.51788e-17
     50803             11.4129             11.4129         1.51788e-17
     50804              11.413              11.413         1.51788e-17
     50805              11.413              11.413         1.51788e-17
     50806              11.413              11.413         1.51788e-17
     50807              11.413              11.413         1.51788e-17
     50808              11.413              11.413         1.51788e-17
     50809             11.4131             11.4131         1.51788e-17
     50810             11.4131             11.4131         1.51788e-17
     50811             11.4131             11.4131         1.51788e-17
     50812             11.4131             11.4131         1.52873e-17
     50813             11.4131             11.4131         1.51788e-17
     50814             11.4132             11.4132         1.52873e-17
     50815             11.4132             11.4132         1.51788e-17
     50816             11.4132             11.4132         1.52873e-17
     50817             11.4132             11.4132         1.52873e-17
     50818             11.4132             11.4132         1.52873e-17
     50819             11.4133             11.4133         1.52873e-17
     50820             11.4133             11.4133         1.52873e-17
     50821             11.4133             11.4133         1.51788e-17
     50822             11.4133             11.4133         1.51788e-17
     50823             11.4133             11.4133         1.51788e-17
     50824             11.4133             11.4133         1.51788e-17
     50825             11.4134             11.4134         1.51788e-17
     50826             11.4134             11.4134         1.51788e-17
     50827             11.4134             11.4134         1.52873e-17
     50828             11.4134             11.4134         1.52873e-17
     50829             11.4134             11.4134         1.52873e-17
     50830             11.4135             11.4135         1.52873e-17
     50831             11.4135             11.4135         1.52873e-17
     50832             11.4135             11.4135         1.52873e-17
     50833             11.4135             11.4135         1.52873e-17
     50834             11.4135             11.4135         1.52873e-17
     50835             11.4136             11.4136         1.52873e-17
     50836             11.4136             11.4136         1.52873e-17
     50837             11.4136             11.4136         1.53415e-17
     50838             11.4136             11.4136         1.53415e-17
     50839             11.4136             11.4136         1.53415e-17
     50840             11.4137             11.4137         1.53415e-17
     50841             11.4137             11.4137         1.53415e-17
     50842             11.4137             11.4137         1.53415e-17
     50843             11.4137             11.4137         1.53415e-17
     50844             11.4137             11.4137         1.52873e-17
     50845             11.4138             11.4138         1.52873e-17
     50846             11.4138             11.4138         1.52873e-17
     50847             11.4138             11.4138         1.52873e-17
     50848             11.4138             11.4138         1.52873e-17
     50849             11.4138             11.4138         1.52873e-17
     50850             11.4139             11.4139         1.52873e-17
     50851             11.4139             11.4139         1.52873e-17
     50852             11.4139             11.4139         1.51788e-17
     50853             11.4139             11.4139         1.51788e-17
     50854             11.4139             11.4139         1.51788e-17
     50855              11.414              11.414         1.51788e-17
     50856              11.414              11.414         1.51788e-17
     50857              11.414              11.414         1.51788e-17
     50858              11.414              11.414         1.52873e-17
     50859              11.414              11.414         1.51788e-17
     50860             11.4141             11.4141         1.51788e-17
     50861             11.4141             11.4141         1.51788e-17
     50862             11.4141             11.4141         1.51788e-17
     50863             11.4141             11.4141         1.51788e-17
     50864             11.4141             11.4141         1.51788e-17
     50865             11.4142             11.4142         1.51788e-17
     50866             11.4142             11.4142         1.51788e-17
     50867             11.4142             11.4142         1.51788e-17
     50868             11.4142             11.4142         1.51246e-17
     50869             11.4142             11.4142         1.51246e-17
     50870             11.4143             11.4143         1.51788e-17
     50871             11.4143             11.4143         1.51246e-17
     50872             11.4143             11.4143         1.51246e-17
     50873             11.4143             11.4143         1.51246e-17
     50874             11.4143             11.4143         1.51246e-17
     50875             11.4144             11.4144         1.50704e-17
     50876             11.4144             11.4144         1.51246e-17
     50877             11.4144             11.4144         1.51246e-17
     50878             11.4144             11.4144         1.51246e-17
     50879             11.4144             11.4144         1.51246e-17
     50880             11.4145             11.4145         1.51246e-17
     50881             11.4145             11.4145         1.51246e-17
     50882             11.4145             11.4145         1.51788e-17
     50883             11.4145             11.4145         1.51788e-17
     50884             11.4145             11.4145         1.51788e-17
     50885             11.4145             11.4145         1.51246e-17
     50886             11.4146             11.4146         1.51246e-17
     50887             11.4146             11.4146         1.51246e-17
     50888             11.4146             11.4146         1.51246e-17
     50889             11.4146             11.4146         1.51788e-17
     50890             11.4146             11.4146         1.51246e-17
     50891             11.4147             11.4147         1.51246e-17
     50892             11.4147             11.4147         1.51246e-17
     50893             11.4147             11.4147         1.51246e-17
     50894             11.4147             11.4147         1.51246e-17
     50895             11.4147             11.4147         1.51246e-17
     50896             11.4148             11.4148         1.51246e-17
     50897             11.4148             11.4148         1.51246e-17
     50898             11.4148             11.4148         1.51246e-17
     50899             11.4148             11.4148         1.51246e-17
     50900             11.4148             11.4148         1.51246e-17
     50901             11.4149             11.4149         1.51246e-17
     50902             11.4149             11.4149         1.51246e-17
     50903             11.4149             11.4149         1.51246e-17
     50904             11.4149             11.4149         1.51246e-17
     50905             11.4149             11.4149         1.51246e-17
     50906              11.415              11.415         1.51246e-17
     50907              11.415              11.415         1.51246e-17
     50908              11.415              11.415         1.51246e-17
     50909              11.415              11.415         1.50704e-17
     50910              11.415              11.415         1.51246e-17
     50911             11.4151             11.4151         1.51246e-17
     50912             11.4151             11.4151         1.51246e-17
     50913             11.4151             11.4151         1.51246e-17
     50914             11.4151             11.4151         1.51246e-17
     50915             11.4151             11.4151         1.51246e-17
     50916             11.4152             11.4152         1.51246e-17
     50917             11.4152             11.4152         1.51246e-17
     50918             11.4152             11.4152         1.51246e-17
     50919             11.4152             11.4152         1.51246e-17
     50920             11.4152             11.4152         1.51246e-17
     50921             11.4153             11.4153         1.51246e-17
     50922             11.4153             11.4153         1.50704e-17
     50923             11.4153             11.4153         1.50704e-17
     50924             11.4153             11.4153         1.50704e-17
     50925             11.4153             11.4153         1.50704e-17
     50926             11.4154             11.4154         1.50704e-17
     50927             11.4154             11.4154         1.50704e-17
     50928             11.4154             11.4154         1.50704e-17
     50929             11.4154             11.4154         1.50704e-17
     50930             11.4154             11.4154         1.50704e-17
     50931             11.4155             11.4155         1.50704e-17
     50932             11.4155             11.4155         1.50704e-17
     50933             11.4155             11.4155         1.50704e-17
     50934             11.4155             11.4155         1.50704e-17
     50935             11.4155             11.4155         1.51246e-17
     50936             11.4156             11.4156         1.51246e-17
     50937             11.4156             11.4156         1.51246e-17
     50938             11.4156             11.4156         1.51246e-17
     50939             11.4156             11.4156         1.51246e-17
     50940             11.4156             11.4156         1.51246e-17
     50941             11.4156             11.4156         1.50704e-17
     50942             11.4157             11.4157         1.50704e-17
     50943             11.4157             11.4157         1.50704e-17
     50944             11.4157             11.4157         1.50704e-17
     50945             11.4157             11.4157         1.50704e-17
     50946             11.4157             11.4157         1.50704e-17
     50947             11.4158             11.4158         1.50704e-17
     50948             11.4158             11.4158         1.50704e-17
     50949             11.4158             11.4158          1.4962e-17
     50950             11.4158             11.4158          1.4962e-17
     50951             11.4158             11.4158          1.4962e-17
     50952             11.4159             11.4159          1.4962e-17
     50953             11.4159             11.4159          1.4962e-17
     50954             11.4159             11.4159          1.4962e-17
     50955             11.4159             11.4159          1.4962e-17
     50956             11.4159             11.4159          1.4962e-17
     50957              11.416              11.416          1.4962e-17
     50958              11.416              11.416          1.4962e-17
     50959              11.416              11.416         1.49078e-17
     50960              11.416              11.416         1.49078e-17
     50961              11.416              11.416         1.49078e-17
     50962             11.4161             11.4161         1.49078e-17
     50963             11.4161             11.4161         1.49078e-17
     50964             11.4161             11.4161         1.49078e-17
     50965             11.4161             11.4161         1.49078e-17
     50966             11.4161             11.4161         1.49078e-17
     50967             11.4162             11.4162         1.47994e-17
     50968             11.4162             11.4162         1.47994e-17
     50969             11.4162             11.4162         1.47994e-17
     50970             11.4162             11.4162         1.47994e-17
     50971             11.4162             11.4162         1.47451e-17
     50972             11.4163             11.4163         1.47451e-17
     50973             11.4163             11.4163         1.47994e-17
     50974             11.4163             11.4163         1.47994e-17
     50975             11.4163             11.4163         1.47994e-17
     50976             11.4163             11.4163         1.47994e-17
     50977             11.4164             11.4164         1.47994e-17
     50978             11.4164             11.4164         1.47994e-17
     50979             11.4164             11.4164         1.47994e-17
     50980             11.4164             11.4164         1.47994e-17
     50981             11.4164             11.4164         1.49078e-17
     50982             11.4165             11.4165         1.49078e-17
     50983             11.4165             11.4165         1.49078e-17
     50984             11.4165             11.4165         1.47994e-17
     50985             11.4165             11.4165         1.47994e-17
     50986             11.4165             11.4165         1.47451e-17
     50987             11.4166             11.4166         1.47451e-17
     50988             11.4166             11.4166         1.47994e-17
     50989             11.4166             11.4166         1.47994e-17
     50990             11.4166             11.4166         1.47994e-17
     50991             11.4166             11.4166         1.47451e-17
     50992             11.4166             11.4166         1.47451e-17
     50993             11.4167             11.4167         1.47994e-17
     50994             11.4167             11.4167         1.47451e-17
     50995             11.4167             11.4167         1.47451e-17
     50996             11.4167             11.4167         1.47451e-17
     50997             11.4167             11.4167         1.47451e-17
     50998             11.4168             11.4168         1.47451e-17
     50999             11.4168             11.4168         1.47451e-17
     51000             11.4168             11.4168         1.47451e-17
     51001             11.4168             11.4168         1.47451e-17
     51002             11.4168             11.4168         1.47451e-17
     51003             11.4169             11.4169         1.47451e-17
     51004             11.4169             11.4169         1.47451e-17
     51005             11.4169             11.4169         1.47451e-17
     51006             11.4169             11.4169         1.47451e-17
     51007             11.4169             11.4169         1.47451e-17
     51008              11.417              11.417         1.47451e-17
     51009              11.417              11.417         1.47451e-17
     51010              11.417              11.417         1.47451e-17
     51011              11.417              11.417         1.47451e-17
     51012              11.417              11.417         1.47451e-17
     51013             11.4171             11.4171         1.46367e-17
     51014             11.4171             11.4171         1.46367e-17
     51015             11.4171             11.4171         1.46367e-17
     51016             11.4171             11.4171         1.46367e-17
     51017             11.4171             11.4171         1.46367e-17
     51018             11.4172             11.4172         1.46367e-17
     51019             11.4172             11.4172         1.47451e-17
     51020             11.4172             11.4172         1.47451e-17
     51021             11.4172             11.4172         1.47451e-17
     51022             11.4172             11.4172         1.47451e-17
     51023             11.4173             11.4173         1.47451e-17
     51024             11.4173             11.4173         1.47451e-17
     51025             11.4173             11.4173         1.47994e-17
     51026             11.4173             11.4173         1.47994e-17
     51027             11.4173             11.4173         1.47994e-17
     51028             11.4174             11.4174         1.47994e-17
     51029             11.4174             11.4174         1.47994e-17
     51030             11.4174             11.4174         1.47451e-17
     51031             11.4174             11.4174         1.47451e-17
     51032             11.4174             11.4174         1.47451e-17
     51033             11.4175             11.4175         1.47451e-17
     51034             11.4175             11.4175         1.47451e-17
     51035             11.4175             11.4175         1.47994e-17
     51036             11.4175             11.4175         1.47994e-17
     51037             11.4175             11.4175         1.47994e-17
     51038             11.4176             11.4176         1.47451e-17
     51039             11.4176             11.4176         1.47451e-17
     51040             11.4176             11.4176         1.47451e-17
     51041             11.4176             11.4176         1.46367e-17
     51042             11.4176             11.4176         1.46367e-17
     51043             11.4176             11.4176         1.46367e-17
     51044             11.4177             11.4177         1.47451e-17
     51045             11.4177             11.4177         1.47451e-17
     51046             11.4177             11.4177         1.47451e-17
     51047             11.4177             11.4177         1.47451e-17
     51048             11.4177             11.4177         1.47451e-17
     51049             11.4178             11.4178         1.47451e-17
     51050             11.4178             11.4178         1.47451e-17
     51051             11.4178             11.4178         1.47451e-17
     51052             11.4178             11.4178         1.47451e-17
     51053             11.4178             11.4178         1.47451e-17
     51054             11.4179             11.4179         1.47994e-17
     51055             11.4179             11.4179         1.47994e-17
     51056             11.4179             11.4179         1.47994e-17
     51057             11.4179             11.4179         1.47994e-17
     51058             11.4179             11.4179         1.49078e-17
     51059              11.418              11.418         1.47994e-17
     51060              11.418              11.418         1.47994e-17
     51061              11.418              11.418         1.47994e-17
     51062              11.418              11.418         1.47994e-17
     51063              11.418              11.418         1.47994e-17
     51064             11.4181             11.4181         1.47994e-17
     51065             11.4181             11.4181         1.47994e-17
     51066             11.4181             11.4181         1.49078e-17
     51067             11.4181             11.4181         1.49078e-17
     51068             11.4181             11.4181         1.49078e-17
     51069             11.4182             11.4182         1.49078e-17
     51070             11.4182             11.4182         1.49078e-17
     51071             11.4182             11.4182         1.49078e-17
     51072             11.4182             11.4182         1.49078e-17
     51073             11.4182             11.4182         1.49078e-17
     51074             11.4183             11.4183         1.49078e-17
     51075             11.4183             11.4183         1.49078e-17
     51076             11.4183             11.4183          1.4962e-17
     51077             11.4183             11.4183         1.49078e-17
     51078             11.4183             11.4183         1.49078e-17
     51079             11.4184             11.4184         1.49078e-17
     51080             11.4184             11.4184         1.49078e-17
     51081             11.4184             11.4184         1.49078e-17
     51082             11.4184             11.4184         1.47994e-17
     51083             11.4184             11.4184         1.47994e-17
     51084             11.4185             11.4185         1.47994e-17
     51085             11.4185             11.4185         1.47994e-17
     51086             11.4185             11.4185         1.47451e-17
     51087             11.4185             11.4185         1.47451e-17
     51088             11.4185             11.4185         1.47451e-17
     51089             11.4185             11.4185         1.47451e-17
     51090             11.4186             11.4186         1.47451e-17
     51091             11.4186             11.4186         1.46367e-17
     51092             11.4186             11.4186         1.46367e-17
     51093             11.4186             11.4186         1.46367e-17
     51094             11.4186             11.4186         1.47451e-17
     51095             11.4187             11.4187         1.47451e-17
     51096             11.4187             11.4187         1.47451e-17
     51097             11.4187             11.4187         1.47451e-17
     51098             11.4187             11.4187         1.47451e-17
     51099             11.4187             11.4187         1.47451e-17
     51100             11.4188             11.4188         1.47451e-17
     51101             11.4188             11.4188         1.47451e-17
     51102             11.4188             11.4188         1.46367e-17
     51103             11.4188             11.4188         1.46367e-17
     51104             11.4188             11.4188         1.46367e-17
     51105             11.4189             11.4189         1.46367e-17
     51106             11.4189             11.4189         1.46367e-17
     51107             11.4189             11.4189         1.46367e-17
     51108             11.4189             11.4189         1.46367e-17
     51109             11.4189             11.4189         1.46367e-17
     51110              11.419              11.419         1.47451e-17
     51111              11.419              11.419         1.47451e-17
     51112              11.419              11.419         1.46367e-17
     51113              11.419              11.419         1.46367e-17
     51114              11.419              11.419         1.46367e-17
     51115             11.4191             11.4191         1.46367e-17
     51116             11.4191             11.4191         1.46367e-17
     51117             11.4191             11.4191         1.46367e-17
     51118             11.4191             11.4191         1.46367e-17
     51119             11.4191             11.4191         1.46367e-17
     51120             11.4192             11.4192         1.46367e-17
     51121             11.4192             11.4192         1.46367e-17
     51122             11.4192             11.4192         1.47451e-17
     51123             11.4192             11.4192         1.47451e-17
     51124             11.4192             11.4192         1.46367e-17
     51125             11.4193             11.4193         1.46367e-17
     51126             11.4193             11.4193         1.46367e-17
     51127             11.4193             11.4193         1.46367e-17
     51128             11.4193             11.4193         1.46367e-17
     51129             11.4193             11.4193         1.47451e-17
     51130             11.4194             11.4194         1.47451e-17
     51131             11.4194             11.4194         1.47994e-17
     51132             11.4194             11.4194         1.47451e-17
     51133             11.4194             11.4194         1.47451e-17
     51134             11.4194             11.4194         1.47451e-17
     51135             11.4194             11.4194         1.47451e-17
     51136             11.4195             11.4195         1.47451e-17
     51137             11.4195             11.4195         1.47994e-17
     51138             11.4195             11.4195         1.47994e-17
     51139             11.4195             11.4195         1.47994e-17
     51140             11.4195             11.4195         1.47994e-17
     51141             11.4196             11.4196         1.47994e-17
     51142             11.4196             11.4196         1.49078e-17
     51143             11.4196             11.4196         1.49078e-17
     51144             11.4196             11.4196         1.49078e-17
     51145             11.4196             11.4196         1.49078e-17
     51146             11.4197             11.4197         1.47994e-17
     51147             11.4197             11.4197         1.47994e-17
     51148             11.4197             11.4197         1.49078e-17
     51149             11.4197             11.4197         1.49078e-17
     51150             11.4197             11.4197          1.4962e-17
     51151             11.4198             11.4198          1.4962e-17
     51152             11.4198             11.4198         1.49078e-17
     51153             11.4198             11.4198         1.49078e-17
     51154             11.4198             11.4198         1.49078e-17
     51155             11.4198             11.4198         1.49078e-17
     51156             11.4199             11.4199         1.49078e-17
     51157             11.4199             11.4199         1.47994e-17
     51158             11.4199             11.4199         1.47994e-17
     51159             11.4199             11.4199         1.47994e-17
     51160             11.4199             11.4199         1.47994e-17
     51161               11.42               11.42         1.47994e-17
     51162               11.42               11.42         1.47994e-17
     51163               11.42               11.42         1.49078e-17
     51164               11.42               11.42         1.47994e-17
     51165               11.42               11.42         1.49078e-17
     51166             11.4201             11.4201         1.49078e-17
     51167             11.4201             11.4201         1.49078e-17
     51168             11.4201             11.4201         1.49078e-17
     51169             11.4201             11.4201         1.49078e-17
     51170             11.4201             11.4201         1.49078e-17
     51171             11.4202             11.4202         1.49078e-17
     51172             11.4202             11.4202         1.49078e-17
     51173             11.4202             11.4202         1.49078e-17
     51174             11.4202             11.4202         1.49078e-17
     51175             11.4202             11.4202          1.4962e-17
     51176             11.4203             11.4203         1.49078e-17
     51177             11.4203             11.4203         1.49078e-17
     51178             11.4203             11.4203         1.49078e-17
     51179             11.4203             11.4203          1.4962e-17
     51180             11.4203             11.4203          1.4962e-17
     51181             11.4203             11.4203          1.4962e-17
     51182             11.4204             11.4204          1.4962e-17
     51183             11.4204             11.4204          1.4962e-17
     51184             11.4204             11.4204          1.4962e-17
     51185             11.4204             11.4204          1.4962e-17
     51186             11.4204             11.4204          1.4962e-17
     51187             11.4205             11.4205         1.49078e-17
     51188             11.4205             11.4205          1.4962e-17
     51189             11.4205             11.4205         1.49078e-17
     51190             11.4205             11.4205         1.49078e-17
     51191             11.4205             11.4205         1.49078e-17
     51192             11.4206             11.4206         1.49078e-17
     51193             11.4206             11.4206         1.49078e-17
     51194             11.4206             11.4206         1.49078e-17
     51195             11.4206             11.4206         1.49078e-17
     51196             11.4206             11.4206         1.47994e-17
     51197             11.4207             11.4207         1.47994e-17
     51198             11.4207             11.4207         1.47994e-17
     51199             11.4207             11.4207         1.47994e-17
     51200             11.4207             11.4207         1.47994e-17
     51201             11.4207             11.4207         1.47994e-17
     51202             11.4208             11.4208         1.47994e-17
     51203             11.4208             11.4208         1.47994e-17
     51204             11.4208             11.4208         1.47994e-17
     51205             11.4208             11.4208         1.47994e-17
     51206             11.4208             11.4208         1.49078e-17
     51207             11.4209             11.4209         1.49078e-17
     51208             11.4209             11.4209         1.47994e-17
     51209             11.4209             11.4209         1.47994e-17
     51210             11.4209             11.4209         1.47994e-17
     51211             11.4209             11.4209         1.47994e-17
     51212              11.421              11.421         1.47994e-17
     51213              11.421              11.421         1.49078e-17
     51214              11.421              11.421         1.49078e-17
     51215              11.421              11.421         1.49078e-17
     51216              11.421              11.421         1.49078e-17
     51217             11.4211             11.4211         1.47994e-17
     51218             11.4211             11.4211         1.49078e-17
     51219             11.4211             11.4211         1.49078e-17
     51220             11.4211             11.4211         1.49078e-17
     51221             11.4211             11.4211          1.4962e-17
     51222             11.4211             11.4211         1.49078e-17
     51223             11.4212             11.4212         1.49078e-17
     51224             11.4212             11.4212         1.49078e-17
     51225             11.4212             11.4212         1.49078e-17
     51226             11.4212             11.4212         1.49078e-17
     51227             11.4212             11.4212         1.49078e-17
     51228             11.4213             11.4213          1.4962e-17
     51229             11.4213             11.4213         1.49078e-17
     51230             11.4213             11.4213          1.4962e-17
     51231             11.4213             11.4213          1.4962e-17
     51232             11.4213             11.4213         1.49078e-17
     51233             11.4214             11.4214          1.4962e-17
     51234             11.4214             11.4214          1.4962e-17
     51235             11.4214             11.4214          1.4962e-17
     51236             11.4214             11.4214          1.4962e-17
     51237             11.4214             11.4214          1.4962e-17
     51238             11.4215             11.4215         1.49078e-17
     51239             11.4215             11.4215         1.49078e-17
     51240             11.4215             11.4215          1.4962e-17
     51241             11.4215             11.4215          1.4962e-17
     51242             11.4215             11.4215          1.4962e-17
     51243             11.4216             11.4216          1.4962e-17
     51244             11.4216             11.4216          1.4962e-17
     51245             11.4216             11.4216          1.4962e-17
     51246             11.4216             11.4216          1.4962e-17
     51247             11.4216             11.4216         1.50162e-17
     51248             11.4217             11.4217          1.4962e-17
     51249             11.4217             11.4217          1.4962e-17
     51250             11.4217             11.4217          1.4962e-17
     51251             11.4217             11.4217          1.4962e-17
     51252             11.4217             11.4217          1.4962e-17
     51253             11.4218             11.4218          1.4962e-17
     51254             11.4218             11.4218          1.4962e-17
     51255             11.4218             11.4218          1.4962e-17
     51256             11.4218             11.4218          1.4962e-17
     51257             11.4218             11.4218          1.4962e-17
     51258             11.4219             11.4219          1.4962e-17
     51259             11.4219             11.4219          1.4962e-17
     51260             11.4219             11.4219          1.4962e-17
     51261             11.4219             11.4219         1.49078e-17
     51262             11.4219             11.4219         1.49078e-17
     51263             11.4219             11.4219         1.49078e-17
     51264              11.422              11.422         1.49078e-17
     51265              11.422              11.422         1.49078e-17
     51266              11.422              11.422         1.47994e-17
     51267              11.422              11.422         1.47994e-17
     51268              11.422              11.422         1.47994e-17
     51269             11.4221             11.4221         1.47994e-17
     51270             11.4221             11.4221         1.47994e-17
     51271             11.4221             11.4221         1.47451e-17
     51272             11.4221             11.4221         1.47451e-17
     51273             11.4221             11.4221         1.46367e-17
     51274             11.4222             11.4222         1.46367e-17
     51275             11.4222             11.4222         1.46367e-17
     51276             11.4222             11.4222         1.46367e-17
     51277             11.4222             11.4222         1.46367e-17
     51278             11.4222             11.4222         1.46367e-17
     51279             11.4223             11.4223         1.46367e-17
     51280             11.4223             11.4223         1.45825e-17
     51281             11.4223             11.4223         1.46367e-17
     51282             11.4223             11.4223         1.46367e-17
     51283             11.4223             11.4223         1.46367e-17
     51284             11.4224             11.4224         1.46367e-17
     51285             11.4224             11.4224         1.47451e-17
     51286             11.4224             11.4224         1.46367e-17
     51287             11.4224             11.4224         1.46367e-17
     51288             11.4224             11.4224         1.47451e-17
     51289             11.4225             11.4225         1.46367e-17
     51290             11.4225             11.4225         1.47451e-17
     51291             11.4225             11.4225         1.47451e-17
     51292             11.4225             11.4225         1.46367e-17
     51293             11.4225             11.4225         1.47451e-17
     51294             11.4226             11.4226         1.47451e-17
     51295             11.4226             11.4226         1.47451e-17
     51296             11.4226             11.4226         1.47451e-17
     51297             11.4226             11.4226         1.46367e-17
     51298             11.4226             11.4226         1.47451e-17
     51299             11.4227             11.4227         1.47451e-17
     51300             11.4227             11.4227         1.47994e-17
     51301             11.4227             11.4227         1.47451e-17
     51302             11.4227             11.4227         1.47451e-17
     51303             11.4227             11.4227         1.47451e-17
     51304             11.4227             11.4227         1.47451e-17
     51305             11.4228             11.4228         1.47451e-17
     51306             11.4228             11.4228         1.47451e-17
     51307             11.4228             11.4228         1.47994e-17
     51308             11.4228             11.4228         1.47994e-17
     51309             11.4228             11.4228         1.47994e-17
     51310             11.4229             11.4229         1.47994e-17
     51311             11.4229             11.4229         1.47994e-17
     51312             11.4229             11.4229         1.47994e-17
     51313             11.4229             11.4229         1.47994e-17
     51314             11.4229             11.4229         1.47994e-17
     51315              11.423              11.423         1.47994e-17
     51316              11.423              11.423         1.47994e-17
     51317              11.423              11.423         1.47994e-17
     51318              11.423              11.423         1.47451e-17
     51319              11.423              11.423         1.47451e-17
     51320             11.4231             11.4231         1.47451e-17
     51321             11.4231             11.4231         1.47451e-17
     51322             11.4231             11.4231         1.47451e-17
     51323             11.4231             11.4231         1.47451e-17
     51324             11.4231             11.4231         1.47451e-17
     51325             11.4232             11.4232         1.47451e-17
     51326             11.4232             11.4232         1.47451e-17
     51327             11.4232             11.4232         1.47451e-17
     51328             11.4232             11.4232         1.47451e-17
     51329             11.4232             11.4232         1.47451e-17
     51330             11.4233             11.4233         1.47451e-17
     51331             11.4233             11.4233         1.47451e-17
     51332             11.4233             11.4233         1.47451e-17
     51333             11.4233             11.4233         1.47994e-17
     51334             11.4233             11.4233         1.47451e-17
     51335             11.4234             11.4234         1.47451e-17
     51336             11.4234             11.4234         1.47451e-17
     51337             11.4234             11.4234         1.47451e-17
     51338             11.4234             11.4234         1.46367e-17
     51339             11.4234             11.4234         1.46367e-17
     51340             11.4235             11.4235         1.46367e-17
     51341             11.4235             11.4235         1.46367e-17
     51342             11.4235             11.4235         1.45825e-17
     51343             11.4235             11.4235         1.45825e-17
     51344             11.4235             11.4235         1.46367e-17
     51345             11.4235             11.4235         1.46367e-17
     51346             11.4236             11.4236         1.46367e-17
     51347             11.4236             11.4236         1.46367e-17
     51348             11.4236             11.4236         1.46367e-17
     51349             11.4236             11.4236         1.45825e-17
     51350             11.4236             11.4236         1.46367e-17
     51351             11.4237             11.4237         1.45825e-17
